Frequency,Real_Error,Imag_Error
999.9994,2.2905697479458018e-05,0.00011441878612407376
794.3277,1.5737742220235836e-05,8.430090264914895e-05
630.9569,1.0615105350902758e-05,4.62774586202617e-05
501.1869,1.2136632324922722e-06,3.492960260337332e-05
398.1069,4.986406449015296e-06,1.5190398276553388e-05
316.2275,9.801586083367855e-06,5.167461650552787e-06
251.1884,3.5007746474633936e-06,4.088552589563536e-06
199.5261,1.778662670260875e-05,2.3964563024521444e-06
158.4892,2.499098831069274e-05,1.0027577879038367e-05
125.8924,3.085365490238315e-05,1.9306239390697933e-05
99.99991,2.514012212175877e-05,1.630320739713821e-05
79.43275,1.1377796239759805e-05,1.0625126656245497e-05
63.09567,1.1335938126525585e-05,1.5294139350808568e-05
50.11867,3.396380129058567e-05,1.6113636599417386e-05
39.81068,1.7133817659550216e-05,1.270408174952511e-05
31.62274,2.9090205440176e-05,2.443428255335955e-05
25.11884,3.374276113190036e-05,1.7265574081604227e-05
19.9526,5.737211971696722e-05,1.3463102349921957e-05
15.84891,6.794667429976982e-05,6.522498951669602e-06
12.58924,5.198400211640225e-05,2.2698991203429046e-05
9.999988,0.00010013067092529658,4.451238269689243e-05
7.943272,0.0001045494609854241,7.127687970782687e-05
6.309565,0.0001064066726372808,0.00013049621766430316
5.011866,5.742353643994197e-05,0.00014053813157611692
3.981066,0.0001035800879916008,0.00022895822130723125
3.162273,1.8234633123715566e-05,0.0002813391657771262
2.511883,9.740211834648703e-05,0.00036609547750135214
1.995259,0.00017220993809579158,0.0003333332960075014
1.584891,0.00030917882113217984,0.0002696156996795569
1.258924,0.0004157295727753533,0.0001643545814213115
0.999998,0.0005009534364739075,6.508221197690581e-05
0.794327,0.0004949493225248208,7.174842495920233e-05
0.630956,0.00043725364465113485,0.00020064083900441995
0.501186,0.0003209422026146814,0.0003117026610686179
0.398106,0.00020312809067543278,0.00040094403602904463
0.316227,3.132084961604206e-05,0.00041985531900099425
0.251188,0.00010858740077397851,0.00039895547300575034
0.199526,0.00021891701610913042,0.00033224459538231527
0.158489,0.0002948582557978415,0.0002290297826457871
0.125892,0.0003507537564374028,9.471284564463098e-05
0.1,0.0003660735387513627,2.99095213247072e-05
0.079433,0.0003211512945288722,0.00012195669969712608
0.063096,0.0002767445854470318,0.00019165447129448898
0.050119,0.0002468131276182166,0.00030910216720760747
0.039811,0.0001579661170664423,0.0003042346798509815
0.031623,0.00011594900700821233,0.0002740963621050141
0.025119,1.410596931368871e-05,0.00023891212940241324
0.019953,1.6449895904982123e-05,0.00011304505652878771
0.015849,7.31491220089496e-05,0.00017440079030434097
0.015,0.0001992006138603411,0.00036919219757097776
